TicketID,CustomerID,IssueType,Status,Priority,CreatedDate,ResolutionDays
TKT0000414,CUST022783,Warranty,Open,Low,23-02-2025,8
TKT0000415,CUST024590,Payment,Open,Medium,02-03-2025,1
TKT0000416,CUST031016,Warranty,Resolved,High,20-08-2024,6
TKT0000417,CUST028089,Payment,Open,Medium,02-07-2025,6
TKT0000418,CUST007055,Refund,Open,Low,12-03-2024,5
TKT0000419,CUST009886,Delivery,Pending,Medium,10-02-2025,11
TKT0000420,CUST047847,Refund,Pending,Medium,29-11-2024,5
TKT0000421,CUST007179,Login,Resolved,Low,03-11-2024,14
TKT0000422,CUST005814,Login,Resolved,Low,28-02-2024,14
TKT0000423,CUST031309,Login,Pending,High,03-08-2024,10
TKT0000424,CUST044151,Damaged Product,Resolved,Medium,08-05-2024,15
TKT0000425,CUST029141,Login,Open,Medium,10-09-2024,7
TKT0000426,CUST002668,Delivery,Open,High,11-02-2024,6
TKT0000427,CUST040434,Warranty,Resolved,High,09-09-2024,7
TKT0000428,CUST028346,Refund,Closed,Medium,03-01-2025,4
TKT0000429,CUST028989,Damaged Product,Resolved,Low,19-04-2024,13
TKT0000430,CUST017554,Login,Open,High,19-07-2024,4
TKT0000431,CUST016273,Damaged Product,Resolved,Low,03-10-2025,8
TKT0000432,CUST021435,Payment,Pending,Low,26-11-2025,4
TKT0000433,CUST044192,Delivery,Pending,Medium,21-05-2024,5
TKT0000434,CUST021839,Warranty,Resolved,Low,15-03-2025,11
TKT0000435,CUST003337,Warranty,Pending,Low,21-03-2025,14
TKT0000436,CUST020963,Damaged Product,Pending,Medium,28-09-2025,6
TKT0000437,CUST005332,Damaged Product,Pending,Medium,23-03-2025,2
TKT0000438,CUST037224,Payment,Pending,Low,21-05-2025,4
TKT0000439,CUST026546,Payment,Resolved,Low,15-06-2025,12
TKT0000440,CUST042057,Damaged Product,Open,Medium,10-01-2025,8
TKT0000441,CUST000041,Warranty,Closed,Low,31-05-2024,11
TKT0000442,CUST040318,Login,Pending,High,16-07-2025,4
TKT0000443,CUST000012,Warranty,Pending,High,18-03-2024,10
TKT0000444,CUST023292,Delivery,Open,High,14-08-2024,9
TKT0000445,CUST009292,Damaged Product,Open,Medium,19-10-2024,6
TKT0000446,CUST043760,Refund,Closed,High,25-10-2024,4
TKT0000447,CUST033387,Payment,Resolved,Low,06-07-2024,7
TKT0000448,CUST021141,Delivery,Pending,High,14-02-2025,11
TKT0000449,CUST030683,Payment,Closed,High,30-07-2025,2
TKT0000450,CUST022183,Damaged Product,Resolved,High,23-03-2025,15
TKT0000451,CUST016644,Login,Closed,Low,11-03-2025,6
TKT0000452,CUST009870,Warranty,Pending,High,28-12-2024,1
TKT0000453,CUST012849,Delivery,Closed,Medium,06-08-2024,2
TKT0000454,CUST020849,Warranty,Resolved,High,19-11-2025,5
TKT0000455,CUST020600,Warranty,Pending,High,12-08-2025,2
TKT0000456,CUST017049,Delivery,Closed,High,26-09-2024,15
TKT0000457,CUST002826,Delivery,Resolved,High,27-10-2024,6
TKT0000458,CUST029925,Damaged Product,Open,Medium,08-06-2025,3
TKT0000459,CUST004909,Warranty,Pending,Medium,25-04-2025,3
TKT0000460,CUST047772,Login,Resolved,Low,18-07-2025,9
TKT0000461,CUST042927,Warranty,Pending,High,15-03-2025,1
TKT0000462,CUST031650,Delivery,Resolved,Medium,27-09-2025,7
TKT0000463,CUST006338,Delivery,Closed,High,18-12-2024,9
TKT0000464,CUST015229,Payment,Pending,Medium,10-09-2025,12
TKT0000465,CUST022260,Payment,Resolved,Medium,23-09-2025,13
TKT0000466,CUST034897,Delivery,Pending,High,15-03-2025,2
TKT0000467,CUST042752,Refund,Pending,Medium,23-11-2024,14
TKT0000468,CUST006348,Refund,Open,Low,16-01-2024,10
TKT0000469,CUST012720,Delivery,Pending,Low,12-05-2024,14
TKT0000470,CUST002765,Refund,Closed,Low,26-09-2024,8
TKT0000471,CUST046000,Damaged Product,Pending,Low,28-10-2025,15
TKT0000472,CUST041681,Refund,Resolved,High,28-07-2025,4
TKT0000473,CUST036096,Delivery,Pending,Low,10-09-2025,3
TKT0000474,CUST012605,Login,Pending,Medium,06-06-2024,15
TKT0000475,CUST027884,Warranty,Resolved,Medium,22-04-2025,5
TKT0000476,CUST045641,Login,Pending,Medium,17-11-2024,9
TKT0000477,CUST008548,Login,Pending,Low,14-08-2025,12
TKT0000478,CUST007925,Damaged Product,Pending,Low,10-09-2025,4
TKT0000479,CUST049201,Payment,Closed,Low,07-05-2024,13
TKT0000480,CUST032808,Warranty,Resolved,Medium,23-01-2025,1
TKT0000481,CUST042788,Refund,Pending,Medium,10-04-2024,5
TKT0000482,CUST042050,Delivery,Pending,Medium,14-06-2024,7
TKT0000483,CUST028505,Refund,Pending,Low,21-04-2024,5
TKT0000484,CUST044458,Payment,Pending,Low,02-03-2025,10
TKT0000485,CUST012829,Damaged Product,Closed,Medium,04-05-2025,2
TKT0000486,CUST026174,Warranty,Closed,High,17-10-2024,4
TKT0000487,CUST020995,Warranty,Open,High,25-09-2025,10
TKT0000488,CUST044370,Warranty,Open,Medium,27-11-2025,4
TKT0000489,CUST024821,Login,Open,Low,29-11-2024,5
TKT0000490,CUST017791,Delivery,Pending,Low,05-10-2024,14
TKT0000491,CUST029382,Warranty,Closed,Medium,16-10-2025,11
TKT0000492,CUST016866,Delivery,Closed,Medium,06-03-2024,7
TKT0000493,CUST031261,Delivery,Pending,Low,01-07-2025,7
TKT0000494,CUST025417,Login,Open,Low,12-08-2024,7
TKT0000495,CUST049626,Delivery,Resolved,Low,03-03-2024,15
TKT0000496,CUST019625,Login,Open,High,18-09-2025,3
TKT0000497,CUST030968,Delivery,Resolved,Medium,19-10-2024,1
TKT0000498,CUST026704,Refund,Resolved,High,08-06-2024,10
TKT0000499,CUST038964,Payment,Closed,High,14-08-2024,14
TKT0000500,CUST040744,Login,Open,Medium,15-12-2024,10
TKT0000501,CUST027966,Delivery,Pending,High,19-04-2024,12
TKT0000502,CUST014721,Delivery,Pending,High,29-10-2025,10
TKT0000503,CUST039687,Delivery,Closed,Medium,06-05-2025,14
TKT0000504,CUST011468,Payment,Closed,High,03-10-2024,12
TKT0000505,CUST048377,Damaged Product,Pending,Medium,28-10-2024,9
TKT0000506,CUST039127,Payment,Pending,Low,23-09-2025,12
TKT0000507,CUST049171,Refund,Pending,Low,08-09-2025,10
TKT0000508,CUST036185,Warranty,Pending,High,30-01-2025,3
TKT0000509,CUST018743,Delivery,Pending,Medium,28-12-2024,9
TKT0000510,CUST011258,Payment,Resolved,Medium,15-12-2024,9
TKT0000511,CUST027250,Delivery,Closed,High,09-05-2024,13
TKT0000512,CUST014230,Refund,Open,Medium,03-08-2025,6
TKT0000513,CUST026455,Delivery,Open,Low,19-06-2025,5
TKT0000514,CUST003237,Damaged Product,Resolved,High,17-10-2024,6
TKT0000515,CUST016454,Damaged Product,Closed,High,20-11-2025,9
TKT0000516,CUST003454,Refund,Open,High,09-10-2024,9
TKT0000517,CUST012780,Damaged Product,Closed,Low,16-06-2024,13
TKT0000518,CUST042638,Delivery,Closed,Low,10-01-2024,7
TKT0000519,CUST033740,Login,Closed,Medium,14-07-2024,3
TKT0000520,CUST000841,Payment,Pending,Low,26-08-2024,2
TKT0000521,CUST030169,Refund,Resolved,Medium,24-08-2024,13
TKT0000522,CUST029341,Delivery,Closed,High,14-04-2024,14
TKT0000523,CUST010232,Damaged Product,Closed,High,20-07-2025,2
TKT0000524,CUST035078,Damaged Product,Closed,Low,27-05-2024,4
TKT0000525,CUST040324,Refund,Pending,Medium,24-10-2024,15
TKT0000526,CUST023808,Refund,Open,Low,05-04-2024,10
TKT0000527,CUST041372,Damaged Product,Resolved,Low,08-11-2025,1
TKT0000528,CUST029598,Warranty,Resolved,High,19-05-2024,6
TKT0000529,CUST004122,Warranty,Pending,Low,16-08-2024,13
TKT0000530,CUST008845,Payment,Closed,Medium,04-10-2025,4
TKT0000531,CUST022445,Damaged Product,Resolved,Low,07-12-2024,9
TKT0000532,CUST013022,Payment,Resolved,Low,14-09-2025,9
TKT0000533,CUST014238,Warranty,Closed,High,05-10-2024,2
TKT0000534,CUST045081,Login,Open,Medium,03-11-2025,13
TKT0000535,CUST025415,Damaged Product,Open,Low,10-06-2024,14
TKT0000536,CUST002651,Delivery,Closed,Medium,11-10-2024,12
TKT0000537,CUST037121,Warranty,Closed,Low,16-10-2024,8
TKT0000538,CUST000120,Payment,Pending,High,04-11-2024,1
TKT0000539,CUST036085,Login,Resolved,Medium,09-02-2024,8
TKT0000540,CUST009247,Refund,Closed,Low,05-03-2024,8
TKT0000541,CUST017641,Delivery,Open,Low,14-02-2024,12
TKT0000542,CUST000035,Payment,Closed,Low,03-03-2024,11
TKT0000543,CUST011922,Payment,Resolved,High,07-04-2024,7
TKT0000544,CUST010036,Login,Closed,High,24-01-2024,7
TKT0000545,CUST030267,Warranty,Resolved,Medium,12-06-2025,6
TKT0000546,CUST041912,Refund,Closed,High,04-09-2025,11
TKT0000547,CUST037111,Payment,Closed,Low,18-09-2025,13
TKT0000548,CUST013924,Login,Pending,Low,28-07-2025,5
TKT0000549,CUST010032,Login,Open,High,11-08-2025,2
TKT0000550,CUST007090,Refund,Closed,Medium,04-11-2024,6
TKT0000551,CUST040484,Delivery,Closed,Medium,26-08-2025,8
TKT0000552,CUST013062,Damaged Product,Closed,Low,28-01-2024,15
TKT0000553,CUST037031,Damaged Product,Open,Medium,29-03-2024,15
TKT0000554,CUST021524,Payment,Open,Low,19-08-2024,4
TKT0000555,CUST002686,Refund,Pending,Low,15-12-2024,7
TKT0000556,CUST036913,Payment,Open,High,20-07-2025,15
TKT0000557,CUST024228,Delivery,Closed,Low,11-04-2024,6
TKT0000558,CUST012069,Refund,Open,Low,26-08-2025,2
TKT0000559,CUST043094,Warranty,Resolved,Low,21-06-2024,12
TKT0000560,CUST037326,Warranty,Closed,Low,20-01-2025,13
TKT0000561,CUST042901,Delivery,Pending,Low,05-07-2025,11
TKT0000562,CUST040785,Payment,Resolved,High,16-06-2024,3
TKT0000563,CUST007200,Login,Pending,Low,08-02-2025,7
TKT0000564,CUST014541,Damaged Product,Open,Medium,31-07-2025,10
TKT0000565,CUST013183,Payment,Resolved,High,20-11-2025,9
TKT0000566,CUST005769,Warranty,Pending,High,19-07-2025,10
TKT0000567,CUST023448,Damaged Product,Pending,High,21-02-2024,11
TKT0000568,CUST013681,Damaged Product,Open,Low,28-05-2025,9
TKT0000569,CUST019203,Refund,Pending,Low,19-04-2024,8
TKT0000570,CUST026839,Warranty,Closed,Low,08-06-2024,5
TKT0000571,CUST011051,Refund,Resolved,Medium,01-10-2024,2
TKT0000572,CUST049059,Delivery,Closed,High,27-10-2025,11
TKT0000573,CUST001066,Payment,Pending,Medium,10-06-2024,12
TKT0000574,CUST046532,Damaged Product,Pending,High,31-01-2024,2
TKT0000575,CUST046753,Damaged Product,Open,Low,06-03-2024,4
TKT0000576,CUST019442,Payment,Resolved,Low,23-01-2025,13
TKT0000577,CUST033370,Refund,Closed,High,26-03-2025,10
TKT0000578,CUST000998,Refund,Resolved,High,19-12-2024,10
TKT0000579,CUST023024,Payment,Resolved,High,27-05-2024,6
TKT0000580,CUST039198,Payment,Pending,High,21-05-2025,2
TKT0000581,CUST035926,Login,Pending,Medium,21-03-2025,2
TKT0000582,CUST011896,Warranty,Pending,Medium,28-05-2024,9
TKT0000583,CUST031877,Payment,Pending,Medium,13-05-2024,9
TKT0000584,CUST008201,Warranty,Open,Medium,13-09-2025,9
TKT0000585,CUST041877,Login,Closed,Low,30-04-2025,4
TKT0000586,CUST004383,Warranty,Open,High,09-09-2025,1
TKT0000587,CUST048241,Payment,Closed,Medium,29-04-2024,11
TKT0000588,CUST013091,Refund,Resolved,Low,30-07-2024,6
TKT0000589,CUST003165,Delivery,Resolved,High,23-08-2024,5
TKT0000590,CUST020365,Refund,Pending,Medium,31-01-2025,5
TKT0000591,CUST013882,Login,Open,Low,18-04-2025,7
TKT0000592,CUST041860,Warranty,Open,Low,19-11-2025,6
TKT0000593,CUST039269,Login,Closed,Medium,28-06-2024,15
TKT0000594,CUST034121,Login,Open,High,28-11-2024,1
TKT0000595,CUST008320,Delivery,Closed,Low,07-07-2025,2
TKT0000596,CUST026675,Refund,Pending,Low,29-01-2024,2
TKT0000597,CUST015212,Warranty,Pending,High,19-10-2024,13
TKT0000598,CUST036987,Refund,Pending,Medium,07-10-2024,5
TKT0000599,CUST033895,Damaged Product,Pending,High,19-07-2024,14
TKT0000600,CUST021690,Warranty,Closed,High,25-08-2024,10
TKT0000601,CUST008224,Payment,Resolved,Low,19-07-2024,9
TKT0000602,CUST003718,Login,Open,Medium,29-08-2025,7
TKT0000603,CUST012062,Warranty,Resolved,High,12-01-2025,5
TKT0000604,CUST048583,Login,Closed,High,06-04-2025,12
TKT0000605,CUST045847,Refund,Closed,Low,30-11-2024,15
TKT0000606,CUST018125,Login,Closed,Medium,29-09-2024,15
TKT0000607,CUST003534,Refund,Pending,Low,13-12-2024,9
TKT0000608,CUST011582,Payment,Open,Low,16-10-2024,1
TKT0000609,CUST038526,Damaged Product,Resolved,Medium,29-03-2024,8
TKT0000610,CUST030871,Warranty,Resolved,High,21-06-2024,8
TKT0000611,CUST015468,Payment,Pending,High,18-11-2025,2
TKT0000612,CUST027731,Warranty,Resolved,Low,10-05-2024,2
TKT0000613,CUST010174,Damaged Product,Resolved,Medium,15-03-2025,11
TKT0000614,CUST047316,Delivery,Open,High,02-10-2024,7
TKT0000615,CUST023162,Login,Resolved,Medium,04-01-2024,12
TKT0000616,CUST035300,Refund,Pending,High,05-07-2025,1
TKT0000617,CUST021592,Login,Open,Medium,28-03-2025,8
TKT0000618,CUST020664,Login,Closed,Medium,15-03-2025,12
TKT0000619,CUST027373,Delivery,Pending,Medium,13-09-2025,4
TKT0000620,CUST000462,Damaged Product,Closed,Low,01-10-2024,5
TKT0000621,CUST029637,Payment,Resolved,Low,21-07-2024,9
TKT0000622,CUST047026,Payment,Pending,Medium,30-04-2025,12
TKT0000623,CUST045196,Warranty,Pending,Low,15-07-2024,5
TKT0000624,CUST033394,Login,Pending,Low,30-05-2024,12
TKT0000625,CUST019130,Delivery,Resolved,Medium,21-10-2024,9
TKT0000626,CUST008101,Damaged Product,Open,Low,06-06-2025,4
TKT0000627,CUST040405,Damaged Product,Open,Medium,12-10-2025,1
TKT0000628,CUST014824,Login,Open,Low,05-08-2025,3
TKT0000629,CUST032442,Payment,Pending,Low,24-06-2025,13
TKT0000630,CUST005510,Payment,Open,High,26-05-2024,10
TKT0000631,CUST007407,Damaged Product,Pending,High,24-06-2024,7
TKT0000632,CUST000225,Damaged Product,Resolved,Low,01-04-2024,9
TKT0000633,CUST017160,Refund,Resolved,High,28-07-2024,8
TKT0000634,CUST005583,Payment,Resolved,Medium,13-11-2025,9
TKT0000635,CUST034281,Refund,Pending,Medium,23-07-2024,9
TKT0000636,CUST006429,Damaged Product,Resolved,Low,30-07-2025,5
TKT0000637,CUST021070,Payment,Open,High,13-07-2025,7
TKT0000638,CUST034580,Damaged Product,Closed,Low,03-01-2024,12
TKT0000639,CUST040408,Damaged Product,Closed,Low,03-10-2025,5
TKT0000640,CUST000082,Warranty,Resolved,Low,22-04-2024,4
TKT0000641,CUST027246,Payment,Resolved,High,04-02-2024,2
TKT0000642,CUST046078,Warranty,Resolved,Medium,03-01-2025,11
TKT0000643,CUST011225,Delivery,Closed,High,19-02-2024,8
TKT0000644,CUST024916,Damaged Product,Open,Medium,07-07-2025,6
TKT0000645,CUST011137,Warranty,Pending,High,08-01-2024,3
TKT0000646,CUST036920,Refund,Open,High,06-02-2025,2
TKT0000647,CUST002087,Delivery,Resolved,Medium,02-04-2025,14
TKT0000648,CUST024710,Warranty,Pending,Medium,13-09-2024,1
TKT0000649,CUST047297,Login,Resolved,Medium,08-02-2025,5
TKT0000650,CUST044604,Damaged Product,Resolved,High,23-01-2024,4
TKT0000651,CUST015400,Delivery,Pending,Medium,03-10-2025,10
TKT0000652,CUST021056,Damaged Product,Closed,High,01-04-2024,14
TKT0000653,CUST035391,Payment,Pending,Medium,06-10-2024,14
TKT0000654,CUST004234,Delivery,Resolved,Medium,07-05-2024,9
TKT0000655,CUST008517,Login,Open,Medium,30-10-2024,11
TKT0000656,CUST026625,Refund,Open,High,21-05-2024,5
TKT0000657,CUST003888,Warranty,Resolved,High,14-03-2025,14
TKT0000658,CUST048061,Payment,Pending,Medium,19-02-2025,8
TKT0000659,CUST009722,Delivery,Pending,High,22-07-2024,1
TKT0000660,CUST020290,Delivery,Open,Medium,27-07-2025,4
TKT0000661,CUST015699,Delivery,Open,Low,13-03-2024,1
TKT0000662,CUST049734,Warranty,Resolved,High,23-01-2025,12
TKT0000663,CUST040504,Delivery,Pending,Low,15-02-2024,4
TKT0000664,CUST014927,Warranty,Closed,Medium,14-09-2025,12
TKT0000665,CUST018295,Delivery,Pending,Medium,12-03-2024,6
TKT0000666,CUST044450,Refund,Open,Low,26-02-2024,6
TKT0000667,CUST006230,Refund,Closed,High,18-07-2024,13
TKT0000668,CUST025512,Damaged Product,Open,Low,06-05-2025,3
TKT0000669,CUST018105,Login,Closed,Low,05-10-2025,6
TKT0000670,CUST022867,Warranty,Open,High,10-11-2025,15
TKT0000671,CUST012955,Login,Open,Medium,20-01-2024,7
TKT0000672,CUST007005,Login,Closed,Medium,08-01-2024,4
TKT0000673,CUST043302,Payment,Open,High,10-01-2024,5
TKT0000674,CUST031844,Refund,Resolved,Low,26-01-2025,10
TKT0000675,CUST014906,Refund,Pending,Low,15-01-2024,10
TKT0000676,CUST014880,Delivery,Closed,Low,15-06-2025,6
TKT0000677,CUST042032,Delivery,Resolved,Medium,20-06-2025,15
TKT0000678,CUST029711,Login,Resolved,Medium,08-01-2025,11
TKT0000679,CUST030691,Login,Open,Low,07-05-2024,10
TKT0000680,CUST045871,Login,Open,High,18-06-2025,2
TKT0000681,CUST034164,Login,Open,High,07-04-2025,8
TKT0000682,CUST038607,Damaged Product,Resolved,High,01-12-2024,8
TKT0000683,CUST018847,Refund,Closed,High,11-09-2024,3
TKT0000684,CUST033295,Warranty,Open,High,10-05-2025,14
TKT0000685,CUST025801,Login,Pending,Low,22-11-2024,10
TKT0000686,CUST008679,Login,Open,Low,09-10-2025,4
TKT0000687,CUST001107,Warranty,Resolved,High,01-10-2025,11
TKT0000688,CUST022487,Login,Resolved,Low,21-06-2025,15
TKT0000689,CUST023925,Payment,Resolved,High,13-01-2025,1
TKT0000690,CUST018119,Warranty,Open,High,05-08-2025,5
TKT0000691,CUST029831,Delivery,Resolved,Medium,09-04-2024,9
TKT0000692,CUST018948,Delivery,Resolved,Medium,23-02-2024,2
TKT0000693,CUST019387,Delivery,Closed,Low,12-09-2024,4
TKT0000694,CUST003299,Damaged Product,Open,Medium,13-09-2025,13
TKT0000695,CUST027128,Refund,Closed,High,08-09-2025,7
TKT0000696,CUST013660,Payment,Resolved,High,06-06-2024,9
TKT0000697,CUST043616,Delivery,Pending,Low,25-06-2025,13
TKT0000698,CUST005733,Login,Resolved,Medium,21-01-2025,8
TKT0000699,CUST003212,Damaged Product,Pending,Low,24-03-2025,4
TKT0000700,CUST001262,Payment,Open,Medium,05-05-2024,8
TKT0000701,CUST044613,Refund,Pending,High,25-02-2024,1
TKT0000702,CUST005892,Refund,Closed,High,12-06-2025,15
TKT0000703,CUST024331,Refund,Open,High,03-02-2024,10
TKT0000704,CUST002532,Payment,Closed,High,20-12-2024,2
TKT0000705,CUST043365,Login,Resolved,High,16-01-2024,8
TKT0000706,CUST012175,Refund,Closed,Low,01-11-2025,3
TKT0000707,CUST007865,Refund,Open,Medium,12-06-2025,15
TKT0000708,CUST043038,Delivery,Resolved,High,15-04-2025,2
TKT0000709,CUST010435,Login,Pending,Medium,28-10-2025,6
TKT0000710,CUST000726,Payment,Resolved,Low,05-04-2024,12
TKT0000711,CUST004370,Damaged Product,Closed,Low,23-11-2024,11
TKT0000712,CUST007589,Damaged Product,Closed,High,12-08-2025,13
TKT0000713,CUST041442,Warranty,Pending,Low,11-02-2025,1
TKT0000714,CUST030197,Damaged Product,Pending,Medium,17-07-2025,13
TKT0000715,CUST023777,Login,Resolved,Medium,21-09-2024,10
TKT0000716,CUST041699,Payment,Pending,Medium,02-01-2024,10
TKT0000717,CUST003118,Warranty,Resolved,Medium,24-03-2024,7
TKT0000718,CUST045417,Payment,Open,Low,26-07-2025,12
TKT0000719,CUST042810,Warranty,Closed,Low,27-01-2025,1
TKT0000720,CUST039717,Login,Open,Low,22-04-2024,6
TKT0000721,CUST036137,Damaged Product,Pending,High,05-09-2025,14
TKT0000722,CUST048310,Damaged Product,Resolved,High,16-01-2025,8
TKT0000723,CUST001157,Payment,Closed,Low,06-08-2025,1
TKT0000724,CUST010544,Login,Open,Medium,28-03-2025,6
TKT0000725,CUST000485,Login,Open,Medium,03-06-2024,9
TKT0000726,CUST024361,Delivery,Pending,High,12-10-2024,6
TKT0000727,CUST004047,Damaged Product,Resolved,High,08-10-2024,12
TKT0000728,CUST037723,Refund,Resolved,Low,07-05-2025,8
TKT0000729,CUST035384,Refund,Open,Low,14-02-2025,6
TKT0000730,CUST027403,Refund,Closed,Low,09-08-2024,1
TKT0000731,CUST027193,Refund,Closed,Medium,11-11-2025,8
TKT0000732,CUST012546,Login,Resolved,High,28-01-2025,14
TKT0000733,CUST021111,Warranty,Open,Medium,07-04-2025,7
TKT0000734,CUST037284,Delivery,Resolved,Low,19-09-2024,5
TKT0000735,CUST032445,Login,Pending,Medium,19-04-2025,10
TKT0000736,CUST034253,Refund,Pending,Low,10-08-2024,11
TKT0000737,CUST026888,Payment,Open,Medium,24-10-2025,13
TKT0000738,CUST018311,Login,Pending,Medium,01-02-2025,13
TKT0000739,CUST013329,Payment,Closed,Low,02-03-2024,4
TKT0000740,CUST021831,Refund,Resolved,High,28-04-2025,7
TKT0000741,CUST008325,Refund,Open,High,11-09-2024,10
TKT0000742,CUST021898,Payment,Resolved,Low,08-12-2024,15
TKT0000743,CUST049439,Warranty,Resolved,High,27-06-2025,6
TKT0000744,CUST033018,Login,Pending,High,27-07-2025,10
TKT0000745,CUST024123,Damaged Product,Closed,Low,30-08-2024,9
TKT0000746,CUST017670,Damaged Product,Resolved,Low,21-01-2024,10
TKT0000747,CUST022796,Damaged Product,Pending,High,19-10-2024,4
TKT0000748,CUST011954,Delivery,Resolved,Medium,06-09-2024,14
TKT0000749,CUST031300,Refund,Pending,Low,11-08-2025,12
TKT0000750,CUST031259,Delivery,Pending,High,13-08-2025,9
TKT0000751,CUST003589,Damaged Product,Open,Low,23-03-2025,3
TKT0000752,CUST030877,Damaged Product,Pending,Medium,22-05-2024,14
TKT0000753,CUST034567,Delivery,Closed,High,04-01-2024,9
TKT0000754,CUST009007,Damaged Product,Closed,High,16-09-2025,3
TKT0000755,CUST017688,Refund,Pending,Medium,31-07-2024,9
TKT0000756,CUST027455,Login,Open,Low,18-05-2024,4
TKT0000757,CUST024455,Refund,Pending,Low,10-02-2024,4
TKT0000758,CUST012467,Payment,Pending,Low,19-03-2024,7
TKT0000759,CUST011217,Damaged Product,Open,High,01-09-2025,14
TKT0000760,CUST014632,Delivery,Pending,Low,28-02-2025,13
TKT0000761,CUST049566,Payment,Closed,Low,04-01-2024,15
TKT0000762,CUST037947,Delivery,Pending,High,21-04-2025,3
TKT0000763,CUST029363,Damaged Product,Closed,Medium,10-09-2025,11
TKT0000764,CUST039958,Warranty,Resolved,Medium,17-05-2025,10
TKT0000765,CUST014840,Refund,Closed,Medium,08-08-2024,14
TKT0000766,CUST039929,Payment,Pending,Low,06-01-2024,6
TKT0000767,CUST047616,Warranty,Closed,Medium,31-01-2024,12
TKT0000768,CUST033139,Delivery,Closed,Low,02-03-2024,3
TKT0000769,CUST009119,Warranty,Resolved,Medium,07-10-2025,5
TKT0000770,CUST041052,Login,Resolved,Low,01-04-2024,7
TKT0000771,CUST029238,Delivery,Pending,Low,07-10-2024,4
TKT0000772,CUST019309,Damaged Product,Closed,Low,28-07-2025,1
